code,date,BonusShares,Allotment,AllotmentPrice,Dividends
SH600684,20190718,0,0,0,0.036
SH600685,19940530,0,0,0,0.075
SH600685,19940822,0,0,0,0.06
SH600685,19950602,0,0,0,0.12
SH600685,19950905,0,0,0,0.04
SH600685,19960610,0,0,0,0.12
SH600685,19970609,0,0,0,0.05
SH600685,19980716,0,0,0,0.05
SH600685,19990714,0,0,0,0.02
SH600685,20060524,0.27,0,0,0
SH600685,20080530,0,0,0,0.5
SH600685,20090626,0,0,0,0.45
SH600685,20100707,0,0,0,0.28
SH600685,20110720,0.3,0,0,0.1
SH600685,20130717,0,0,0,0.12
SH600685,20140627,0,0,0,0.01
SH600685,20160720,0,0,0,0.03
SH600685,20170720,0,0,0,0.016
SH600686,19931220,0.2,0.8,3.9,0
SH600686,19940516,0,0,0,0.05
SH600686,19950515,0,0,0,0.14
SH600686,19960820,0.2,0,0,0
SH600686,19990517,0.5,0,0,0
SH600686,20010516,0,0,0,0.2
SH600686,20020628,0,0,0,0.15
SH600686,20030710,0,0,0,0.2
SH600686,20040624,0,0,0,0.13
SH600686,20050602,0,0,0,0.15
SH600686,20060330,0.3,0,0,0
SH600686,20060522,0.3,0,0,0.15
SH600686,20070523,0.3,0,0,0.15
SH600686,20080610,0.5,0,0,0.15
SH600686,20090624,0,0,0,0.05
SH600686,20100629,0,0,0,0.05
SH600686,20110701,0,0,0,0.1
SH600686,20120702,0,0,0,0.1
SH600686,20130624,0,0,0,0.15
SH600686,20140627,0,0,0,0.2
SH600686,20151030,0,0,0,0.05
SH600686,20160606,0,0,0,0.16
SH600686,20180716,0,0,0,0.1
SH600686,20190627,0,0,0,0.027
SH600687,19940829,0.1,0,0,0
SH600687,19950607,0,0.272,3.2,0
SH600687,19960620,0.2,0,0,0
SH600687,20010306,0.6,0,0,0.15
SH600687,20060427,0.4,0,0,0
SH600687,20120327,0,0,0,0.01
SH600687,20130411,0,0,0,0.06
SH600687,20140626,0.3,0,0,0.08
SH600687,20150713,0,0,0,0.06
SH600687,20150925,1.2,0,0,0
SH600687,20160603,0,0,0,0.03
SH600687,20170721,0,0,0,0.035
SH600687,20180829,0,0,0,0.04
SH600688,19940404,0,0,0,0.05
SH600688,19950623,0,0,0,0.085
SH600688,19950925,0,0,0,0.04
SH600688,19960625,0,0,0,0.09
SH600688,19960910,0,0,0,0.04
SH600688,19970711,0,0,0,0.08
SH600688,19980710,0,0,0,0.06
SH600688,19990625,0,0,0,0.03
SH600688,20010627,0,0,0,0.06
SH600688,20030704,0,0,0,0.05
SH600688,20040706,0,0,0,0.08
SH600688,20050715,0,0,0,0.2
SH600688,20060714,0,0,0,0.1
SH600688,20070709,0,0,0,0.04
SH600688,20080623,0,0,0,0.09
SH600688,20100714,0,0,0,0.03
SH600688,20110721,0,0,0,0.1
SH600688,20120723,0,0,0,0.05
SH600688,20130816,0.5,0,0,0
SH600688,20131204,0.5,0,0,0.05
SH600688,20140718,0,0,0,0.05
SH600688,20160715,0,0,0,0.1
SH600688,20170713,0,0,0,0.25
SH600688,20180717,0,0,0,0.3
SH600688,20190718,0,0,0,0.25
SH600689,19950510,0,0,0,0.22
SH600689,19970708,0.1,0,0,0.05
SH600689,20000725,0.12,0,0,0
SH600689,20010731,0.2,0,0,0.06
SH600689,20060822,0.3,0,0,0
SH600689,20180706,0,0,0,0.015
SH600689,20190708,0,0,0,0.017
SH600690,19940404,0.3,0,0,0
SH600690,19950710,0,0,0,0.35
SH600690,19960502,0,0.3,3.8,0
SH600690,19960726,0.2,0,0,0.1
SH600690,19970616,0,0,0,0.43
SH600690,19971021,0,0.3,6.8,0
SH600690,19980608,0,0,0,0.47
SH600690,19990812,0,0.3,11.6,0
SH600690,20000620,0.2,0,0,0.2
SH600690,20010621,0.2,0,0,0.2
SH600690,20020620,0,0,0,0.3
SH600690,20030710,0,0,0,0.3
SH600690,20040712,0.5,0,0,0.05
SH600690,20050714,0,0,0,0.3
SH600690,20060517,0.1,0,0,0
SH600690,20060720,0,0,0,0.1
SH600690,20070719,0,0,0,0.15
SH600690,20080625,0,0,0,0.2
SH600690,20090713,0,0,0,0.15
SH600690,20100729,0,0,0,0.3
SH600690,20110718,1,0,0,0.1
SH600690,20120612,0,0,0,0.17
SH600690,20130607,0,0,0,0.37
SH600690,20140618,0,0,0,0.46
SH600690,20150716,1,0,0,0.492
SH600690,20160726,0,0,0,0.212
SH600690,20170801,0,0,0,0.248
SH600690,20180607,0,0,0,0.342
SH600690,20190808,0,0,0,0.351
SH600691,19940503,0.2,0,0,0
SH600691,19950515,0,0.281,3.8,0
SH600691,19960715,0.2,0,0,0
SH600691,20070525,0.8,0,0,0
SH600691,20130516,1.5,0,0,0
SH600691,20150709,0.32,0,0,0
SH600692,19951116,0.1,0.3,2.2,0.1
SH600692,19960429,0.2,0,0,0
SH600692,19970620,0.2,0,0,0
SH600692,19970718,0,0.25,4.2,0
SH600692,19980619,0,0,0,0.18
SH600692,20020712,0.1,0,0,0.05
SH600692,20030609,0.2,0,0,0
SH600692,20040615,0.2,0,0,0
SH600692,20050621,0.1,0,0,0.1
SH600692,20051207,0.34,0,0,0
SH600692,20060607,0.1,0,0,0
SH600692,20070626,0.1,0,0,0
SH600692,20080610,0.1,0,0,0
SH600692,20090616,0.1,0,0,0
SH600693,19940530,0.1,0,0,0
SH600693,19941230,0,0.27,3.8,0
SH600693,19950607,0,0,0,0.2
SH600693,19960715,0,0,0,0.1
SH600693,19960806,0,0.3,3.98,0
SH600693,19970616,0.1,0,0,0.3
SH600693,19980730,0,0,0,0.2
SH600693,20010727,0,0,0,0.1
SH600693,20050818,0,0,0,0.1
SH600693,20060830,0.1,0,0,0
SH600693,20080319,1,0,0,0
SH600693,20090608,0.3,0,0,0.15
SH600693,20120629,0,0,0,0.15
SH600693,20150605,0,0,0,0.2
SH600693,20160526,1,0,0,0
SH600693,20180517,0,0,0,0.1
SH600694,19940411,0.7,0,0,0.3
SH600694,19950818,0,0.176,4,0.33
SH600694,19960712,0,0,0,0.26
SH600694,19970723,0.3,0,0,0
SH600694,19981223,0,0.3,7,0
SH600694,20010605,0,0,0,0.22
SH600694,20010807,0,0.3,9.7,0
SH600694,20020626,0,0,0,0.2
SH600694,20030620,0,0,0,0.1
SH600694,20040820,0,0,0,0.1
SH600694,20050706,0.1,0,0,0.1
SH600694,20060620,0,0,0,0.3
SH600694,20061117,0.23,0,0,0
SH600694,20070525,0,0,0,0.33
SH600694,20120528,0,0,0,0.3
SH600694,20130619,0,0,0,1
SH600694,20140617,0,0,0,1.22
SH600694,20150629,0,0,0,1.26
SH600694,20160622,0,0,0,0.46
SH600694,20170629,0,0,0,0.72
SH600694,20180622,0,0,0,0.9
SH600695,19950529,0.3,0,0,0
SH600695,19960626,0,0,0,0.2
SH600695,19970604,0.1,0,0,0.15
SH600695,19980616,0.2,0,0,0.05
SH600695,20060920,0.3,0,0,0
SH600696,19940606,0.5,0,0,0
SH600696,19950628,0.1,0,0,0.189
SH600696,19951113,0,0.273,2.5,0
SH600696,19960712,0,0,0,0.14
SH600696,19980727,0,0,0,0.05
SH600696,20031022,0.3,0,0,0
SH600696,20060628,0.27,0,0,0
SH600697,19940516,0.1,0,0,0.13
SH600697,19950619,0,0,0,0.16
SH600697,19960731,0,0,0,0.168
SH600697,19970708,0,0.3,4.2,0
SH600697,19980901,0,0,0,0.25
SH600697,19990115,0,0.3,5.6,0
SH600697,20010817,0,0,0,0.2
SH600697,20020523,0,0,0,0.2
SH600697,20030408,0,0,0,0.2
SH600697,20030514,0,0.3,6.6,0
SH600697,20040701,0,0,0,0.2
SH600697,20050712,0,0,0,0.2
SH600697,20060609,0,0,0,0.3
SH600697,20061027,0.3,0,0,0
SH600697,20070803,0,0,0,0.3
SH600697,20080703,0,0,0,0.3
SH600697,20090709,0,0,0,0.3
SH600697,20100713,0,0,0,0.3
SH600697,20110705,0,0,0,0.3
SH600697,20120703,0,0,0,0.3
SH600697,20130702,0,0,0,0.3
SH600697,20140704,0,0,0,0.33
SH600697,20150703,0,0,0,0.33
SH600697,20160707,0,0,0,0.35
SH600697,20170707,0,0,0,0.35
SH600697,20180706,0,0,0,0.37
SH600697,20190705,0,0,0,0.39
SH600698,19940523,0,0,0,0.2
SH600698,19950619,0.4,0,0,0.03
SH600698,19960730,0.3,0,0,0
SH600698,19960917,0.3,0.23,4.1,0
SH600698,19970410,0.5,0,0,0
SH600698,20081107,0.3,0,0,0
SH600699,19940415,0,0,0,0.12
SH600699,19950605,0.2,0,0,0
SH600699,19970704,0.012,0,0,0
SH600699,19981007,0.3,0,0,0
SH600699,20000921,0.2,0,0,0
SH600699,20010405,0,0,0,0.0375
SH600699,20011127,0,0.25,7,0
SH600699,20020603,0.016,0,0,0.0162
SH600699,20030610,0.017,0,0,0.0167
SH600699,20040719,0.016,0,0,0.0165
SH600699,20060808,0.38,0,0,0
SH600699,20150629,0,0,0,0.11
SH600699,20170607,0,0,0,0.2
SH600699,20180608,0,0,0,0.1
SH600699,20190729,0.37,0,0,0
SH600701,19970605,0,0,0,0.25
SH600701,19970716,0,0.3,4.5,0
SH600701,19980618,0,0,0,0.3
SH600701,19981118,0,0.3,7.5,0
SH600701,19990623,0.8,0,0,0
SH600701,20010716,0,0,0,0.1
SH600701,20070213,1,0,0,0
SH600701,20130822,0,0,0,0.015
SH600701,20140827,0,0,0,0.0075
SH600701,20170828,0,0,0,0.023
SH600702,19961122,1,0,0,0
SH600702,19970619,0,0,0,0.12
SH600702,19980707,0,0.3,13,0
SH600702,19990625,0,0,0,0.2
SH600702,20000531,0,0,0,0.3
SH600702,20001025,0,0.3,10,0
SH600702,20060406,0.39,0,0,0
SH600702,20060710,0,0,0,0.02
SH600702,20070521,0,0,0,0.03
SH600702,20090609,0,0,0,0.065
SH600702,20100525,0,0,0,0.06
SH600702,20110802,0,0,0,0.06
SH600702,20120703,0,0,0,0.18
SH600702,20130722,0,0,0,0.33
SH600702,20140718,0,0,0,0.02
SH600702,20150716,0,0,0,0.02
SH600702,20160826,0,0,0,0.01
SH600702,20170518,0,0,0,0.072
SH600702,20180816,0,0,0,0.043
SH600702,20190815,0,0,0,0.103
SH600703,19970303,0.3,0,0,0
SH600703,19970715,0,0,0,0.438
SH600703,19971204,0,0.23,5.8,0
SH600703,19990712,0,0,0,0.1
SH600703,20080708,0.2,0,0,0
SH600703,20100316,1,0,0,0
SH600703,20110523,1.2,0,0,0.2
SH600703,20120326,0,0,0,0.3
SH600703,20130715,0,0,0,0.2
SH600703,20140704,0.5,0,0,0.2
SH600703,20150626,0,0,0,0.2
SH600703,20160715,0.6,0,0,0.25
SH600703,20170526,0,0,0,0.2
SH600703,20180614,0,0,0,0.25
SH600703,20190826,0,0,0,0.2
SH600704,19961014,0.2,0,0,0
SH600704,19970827,0,0.25,6.5,0
SH600704,19980511,0.5,0,0,0
SH600704,20000426,0,0,0,0.15
SH600704,20001130,0,0.3,10,0
SH600704,20010629,0,0,0,0.2
SH600704,20020712,0,0,0,0.1
SH600704,20030701,0,0,0,0.1
SH600704,20040624,0,0,0,0.1
SH600704,20050711,0.3,0,0,0
SH600704,20060217,0.35,0,0,0
SH600704,20060707,0,0,0,0.1
SH600704,20070709,0,0,0,0.08
SH600704,20080623,0,0,0,0.1
SH600704,20090624,0,0,0,0.1
SH600704,20100702,0,0,0,0.2
SH600704,20110711,0.5,0,0,0.03
SH600704,20120704,0.2,0,0,0.05
SH600704,20130619,0,0,0,0.18
SH600704,20140620,0,0,0,0.1
SH600704,20150619,0,0,0,0.15
SH600704,20160620,0.3,0,0,0.25
SH600704,20170608,0.5,0,0,0.5
SH600704,20180531,0,0,0,0.2
SH600704,20190530,0,0,0,0.25
SH600705,19960729,0.3,0,0,0.3
SH600705,19970606,0.2,0,0,0
SH600705,19980810,0.2,0,0,0
SH600705,19991022,0.3,0,0,0
SH600705,19991207,0,0.192,8,0
SH600705,20000908,0.5,0,0,0
SH600705,20020624,0,0,0,0.035
SH600705,20030519,0,0,0,0.05
SH600705,20040517,0.5,0,0,0
SH600705,20130723,0,0,0,0.15
SH600705,20140723,0,0,0,0.07
SH600705,20141226,1,0,0,0.2
SH600705,20150810,0,0,0,0.07
SH600705,20160114,0,0,0,0.086
SH600705,20160623,1,0,0,0.165
SH600705,20170721,0,0,0,0.067
SH600705,20171120,0,0,0,0.015
SH600705,20180726,0,0,0,0.055
SH600705,20181228,0,0,0,0.039
SH600705,20191218,0,0,0,0.036
SH600706,19960711,0.3,0,0,0
SH600706,19970616,0,0,0,0.1
SH600706,19971023,0,0.3,4,0
SH600706,20060511,0.3,0,0,0
SH600706,20190708,0.2,0,0,0.045
SH600707,19960703,0.2,0,0,0
SH600707,19970808,0,0,0,0.3
SH600707,20000215,0,0.3,9,0
SH600707,20010517,0,0,0,0.12
SH600707,20020819,0,0,0,0.169
SH600707,20030623,0,0,0,0.18
SH600707,20040707,0,0,0,0.1
SH600707,20050719,0,0,0,0.3
SH600707,20060731,0.42,0,0,0
SH600708,19960718,0.2,0,0,0
SH600708,19971216,0.6,0,0,0
SH600708,20021128,0,0,0,0.1
SH600708,20040610,0.5,0,0,0
SH600708,20050531,0,0,0,0.05
SH600708,20051222,0.35,0,0,0
SH600708,20060601,0,0,0,0.1
SH600708,20070518,0.3,0,0,0
SH600708,20080701,0,0,0,0.1
SH600708,20090611,0,0,0,0.1
SH600708,20100512,0.1,0,0,0
SH600708,20110608,0,0,0,0.1
SH600708,20120608,0,0,0,0.1
SH600708,20130614,0,0,0,0.1
SH600708,20140618,0,0,0,0.1
SH600708,20150609,0,0,0,0.1
SH600708,20160720,0,0,0,0.1
SH600708,20170630,0.3,0,0,0.15
SH600708,20180606,0.3,0,0,0.2
SH600708,20190619,0,0,0,0.2
SH600710,19961104,0.2,0,0,0
SH600710,19970625,0,0,0,0.1
SH600710,19970804,0,0.25,3.5,0
SH600710,20020606,0,0,0,0.035
SH600710,20030415,1,0,0,0.07
SH600710,20050630,0,0,0,0.035
SH600710,20060509,0.32,0,0,0
SH600710,20080515,0.3,0,0,0.05
SH600710,20110418,0,0,0,0.05
SH600710,20121015,0.2,0,0,0.025
SH600710,20170609,0,0,0,0.054
SH600710,20180606,0,0,0,0.042
SH600710,20190530,0,0,0,0.105
SH600711,19960925,0.2,0,0,0.1
SH600711,20020812,0,0,0,0.05
SH600711,20030428,0,0,0,0.05
SH600711,20040420,0,0,0,0.05
SH600711,20070122,0.5,0,0,0
SH600711,20070821,0.17,0,0,0
SH600711,20120824,0.8,0,0,0
SH600711,20140926,1.5,0,0,0.05
SH600711,20160520,0,0,0,0.02
SH600711,20170518,0,0,0,0.02
SH600711,20180524,0,0,0,0.1
SH600711,20190610,0,0,0,0.023
SH600712,19970707,0,0,0,0.1
SH600712,20000703,0,0,0,0.06
SH600712,20010718,0,0,0,0.06
SH600712,20020715,0,0,0,0.06
SH600712,20031023,0.6,0,0,0
SH600712,20050715,0,0,0,0.02
SH600712,20060616,0,0,0,0.02
SH600712,20070105,0.28,0,0,0
SH600712,20090708,0.2,0,0,0.17
SH600712,20101110,0.5,0,0,0.06
SH600712,20120423,0.6,0,0,0.07
SH600712,20130618,0,0,0,0.036
SH600712,20140627,0,0,0,0.01
SH600712,20150626,0,0,0,0.009
SH600712,20160707,0,0,0,0.016
SH600712,20180614,0,0,0,0.003
SH600713,19970616,0,0,0,0.2
SH600713,19980115,0,0.3,6.45,0
SH600713,19980430,0.8,0,0,0
SH600713,19990604,0,0,0,0.23
SH600713,20000621,0,0,0,0.2
SH600713,20010621,0,0,0,0.16
SH600713,20020711,0,0,0,0.1
SH600713,20031022,0,0,0,0.1
SH600713,20040826,0,0,0,0.05
SH600713,20060622,0,0,0,0.06
SH600713,20060717,0.68,0,0,0
SH600713,20070813,0,0,0,0.06
SH600713,20080604,0,0,0,0.08
SH600713,20090610,0.2,0,0,0.01
SH600713,20110708,1,0,0,0.04
SH600713,20160726,0,0,0,0.02
SH600713,20170621,0,0,0,0.045
SH600713,20180615,0,0,0,0.09
SH600713,20190705,0,0,0,0.1
SH600714,19970526,0.25,0,0,0
SH600714,20010528,0.15,0,0,0.05
SH600714,20030616,0.4,0,0,0
SH600714,20060927,0.3,0,0,0
SH600715,19970609,0.2,0,0,0
SH600715,20010306,0.6,0,0,0
SH600715,20160503,1,0,0,0
SH600715,20180824,0,0,0,0.071
SH600716,19970117,0.8,0,0,0
SH600716,19970709,0,0,0,0.13
SH600716,19990826,0,0,0,0.05
SH600716,20010622,0,0,0,0.1
SH600716,20020625,0,0,0,0.08
SH600716,20030820,0,0,0,0.03
SH600716,20041203,0.6,0,0,0.03
SH600716,20050822,0,0,0,0.02
SH600716,20060721,0.4,0,0,0
SH600716,20140731,0,0,0,0.1
SH600716,20150730,0,0,0,0.1
SH600716,20170706,0,0,0,0.1
SH600716,20190718,0,0,0,0.1
SH600717,19960820,0.4,0,0,0
SH600717,19970519,0,0,0,0.18
SH600717,19971204,0,0.8,8,0
SH600717,19980430,0.4,0,0,0.3
SH600717,20000126,0,0.3,7,0
SH600717,20000630,0,0,0,0.3
SH600717,20010412,0.8,0,0,0.1
SH600717,20020614,0,0,0,0.08
SH600717,20030527,0,0,0,0.12
SH600717,20040309,0,0.3,9.5,0
SH600717,20041012,1,0,0,0.15
SH600717,20051227,0.185,0,0,0.812
SH600717,20060626,0,0,0,0.15
SH600717,20070613,0,0,0,0.1
SH600717,20080701,0,0,0,0.1
SH600717,20100618,0,0,0,0.1
SH600717,20110617,0,0,0,0.1
SH600717,20120709,0,0,0,0.1
SH600717,20130613,0,0,0,0.18
SH600717,20140521,0,0,0,0.192
SH600717,20150619,0,0,0,0.207
SH600717,20160623,0,0,0,0.22
SH600717,20170622,0,0,0,0.227
SH600717,20180615,0,0,0,0.148
SH600717,20190625,0.2,0,0,0.108
SH600718,19970310,0.8,0,0,0
SH600718,19971229,0,0.166,14,0
SH600718,19980327,0.342,0,0,0
SH600718,19990427,0.3,0,0,0
SH600718,20000509,0.3,0,0,0
SH600718,20010529,0,0,0,0.5
SH600718,20020619,0,0,0,0.2
SH600718,20041021,0,0,0,0.6
SH600718,20050607,0,0,0,0.6
SH600718,20060404,0.25,0,0,0.365
SH600718,20081023,0.8,0,0,0.025
SH600718,20100708,0.3,0,0,0.2
SH600718,20130603,0,0,0,0.15
SH600718,20140619,0,0,0,0.11
SH600718,20150727,0,0,0,0.063
SH600718,20160616,0,0,0,0.095
SH600718,20170629,0,0,0,0.1
SH600718,20180705,0,0,0,0.09
SH600719,19970424,0.8,0,0,0.2
SH600719,19980526,0,0,0,0.1
SH600719,19990315,0,0.3,6.95,0
SH600719,20010620,0,0,0,0.1
SH600719,20020715,0,0,0,0.08
SH600719,20030616,0,0,0,0.08
SH600719,20050629,0,0,0,0.1
SH600719,20060601,0,0,0,0.06
SH600719,20060622,0.3,0,0,0
SH600719,20070614,0,0,0,0.09
SH600719,20080611,0,0,0,0.03
SH600719,20090609,0,0,0,0.02
SH600719,20100705,0,0,0,0.025
SH600719,20110628,0,0,0,0.013
SH600719,20130607,0,0,0,0.005
SH600719,20140704,0,0,0,0.0062
SH600719,20150612,0,0,0,0.033
SH600719,20151130,1,0,0,0
SH600719,20160616,0,0,0,0.01
SH600719,20170609,0,0,0,0.011
SH600719,20180607,0,0,0,0.003
SH600719,20190605,0,0,0,0.005
SH600720,19970224,0.6,0,0,0
SH600720,19970506,0,0,0,0.125
SH600720,19980306,0,0.188,5.28,0
SH600720,20000727,0,0.3,9,0
SH600720,20000925,0.534,0,0,0.075
SH600720,20010406,0.6,0,0,0
SH600720,20011026,0,0,0,0.05
SH600720,20020513,0,0,0,0.05
SH600720,20030514,0,0,0,0.05
SH600720,20040210,0,0.3,3.63,0
SH600720,20060720,0.3,0,0,0
SH600720,20080725,0,0,0,0.05
SH600720,20090521,0,0,0,0.15
SH600720,20100621,0,0,0,0.15
SH600720,20110804,0,0,0,0.15
SH600720,20120423,0,0,0,0.15
SH600720,20121205,0,0.3,6.26,0
SH600720,20130715,0.3,0,0,0.05
SH600720,20140819,0,0,0,0.15
SH600720,20150731,0,0,0,0.22
SH600720,20160805,0,0,0,0.07
SH600720,20170718,0,0,0,0.065
SH600720,20180713,0,0,0,0.23
SH600720,20190531,0,0,0,0.296
SH600721,19970522,0.25,0,0,0.1
SH600721,19980120,0,0.24,5,0
SH600721,20080124,0.211,0,0,0
SH600722,19960927,1,0,0,0
SH600722,19990913,1,0,0,0
SH600722,20000626,0,0.15,7,0
SH600722,20010703,0,0,0,0.075
SH600722,20061117,0.34,0,0,0
SH600723,19960826,0,0,0,0.1
SH600723,19970516,0.3,0,0,0
SH600723,19980421,0.3,0,0,0
SH600723,19981023,0,0.23,6,0
SH600723,19990623,0,0,0,0.25
SH600723,20000629,0,0,0,0.15
SH600723,20001213,0,0.3,8,0
SH600723,20010627,0,0,0,0.089
SH600723,20020703,0,0,0,0.1
SH600723,20060802,0.35,0,0,0
SH600723,20130715,0,0,0,0.25
SH600723,20140711,0,0,0,0.16
SH600723,20150710,0,0,0,0.16
SH600723,20160708,0,0,0,0.16
SH600723,20170728,0,0,0,0.15
SH600723,20180727,0,0,0,0.18
SH600723,20190614,0,0,0,0.17
SH600724,19970418,0.3,0,0,0
SH600724,19971007,0,0,0,0.18
SH600724,19980216,0,0.231,5,0
SH600724,19980428,0.2,0,0,0
SH600724,19990518,0,0,0,0.2
SH600724,20000321,1,0,0,0
SH600724,20001229,0,0.15,10,0
SH600724,20011030,0.6,0,0,0.2
SH600724,20030522,0,0,0,0.125
SH600724,20050603,0,0,0,0.2
SH600724,20061222,0.61,0,0,0
SH600724,20091104,0,0,0,0.06
SH600724,20120507,0,0,0,0.1
SH600724,20130604,0,0,0,0.1
SH600724,20140619,0,0,0,0.12
SH600724,20150609,0,0,0,0.1
SH600724,20190523,0,0,0,0.02
SH600725,19970605,0,0,0,0.2
SH600725,20020415,0,0,0,0.2
SH600725,20030326,0,0,0,0.2
SH600725,20050328,0.5,0,0,0.05
SH600725,20060210,0.35,0,0,0
SH600725,20060522,0,0,0,0.1
SH600725,20070412,0,0,0,0.1
SH600725,20080409,0,0,0,0.3
SH600725,20090515,0,0,0,0.2
SH600725,20100513,0.8,0,0,0.023
SH600725,20110520,0,0,0,0.1
SH600725,20120604,0,0,0,0.05
SH600725,20161228,1,0,0,0
SH600726,19970425,0,0,0,0.231
SH600726,19980515,0.5,0,0,0
SH600726,19990604,0,0,0,0.15
SH600726,20010329,0.6,0,0,0.12
SH600726,20020522,0,0,0,0.12
SH600726,20030717,0,0,0,0.1
SH600726,20040720,0,0,0,0.07
SH600726,20050620,0,0,0,0.07
SH600726,20060616,0,0,0,0.04
SH600726,20060927,0.32,0,0,0
SH600726,20070620,0,0,0,0.04
SH600726,20080618,0,0,0,0.02
SH600727,19970324,1,0,0,0
SH600727,19980707,0,0.3,10.38,0
SH600727,19990521,0.5,0,0,0
SH600727,20000828,0,0.3,16,0
SH600727,20010706,0,0,0,0.1
SH600727,20060721,0.4,0,0,0
SH600728,19960904,1,0,0,0
SH600728,19970623,0,0,0,0.27
SH600728,19980618,0,0,0,0.28
SH600728,19980813,0,0.3,5,0
SH600728,19990608,0,0,0,0.21
SH600728,20001208,0,0.3,18,0
SH600728,20010626,0,0,0,0.1
SH600728,20020614,0,0,0,0.05
SH600728,20030618,0,0,0,0.05
SH600728,20040621,0,0,0,0.1
SH600728,20100609,0.56,0,0,0
SH600728,20160425,1.6,0,0,0
SH600728,20180420,0,0,0,0.031
SH600728,20190521,0,0,0,0.057
SH600729,19970414,0.7,0,0,0
SH600729,19980715,0,0,0,0.29
SH600729,19990701,0,0,0,0.25
SH600729,20000809,0,0,0,0.23
SH600729,20010711,0,0,0,0.27
SH600729,20020731,0,0,0,0.13
SH600729,20030822,0,0,0,0.15
SH600729,20040412,0,0,0,0.15
SH600729,20050520,0,0,0,0.16
SH600729,20060529,0.28,0,0,0
SH600729,20060619,0,0,0,0.16
SH600729,20070710,0,0,0,0.18
SH600729,20080822,0,0,0,0.2
SH600729,20090706,0,0,0,0.2
SH600729,20100517,0,0,0,0.2
SH600729,20110609,0,0,0,0.2
SH600729,20120817,0,0,0,0.45
SH600729,20130516,0,0,0,0.5638
SH600729,20140617,0,0,0,0.65
SH600729,20150616,0,0,0,0.365
SH600729,20160701,0,0,0,0.28
SH600729,20170815,0,0,0,0.56
SH600729,20180604,0,0,0,0.6
SH600729,20190611,0,0,0,0.65
SH600730,19960927,0.2,0,0,0.075
SH600730,19970728,0,0,0,0.1
SH600730,19970927,0.2,0,0,0.075
SH600730,20031024,0,0,0,0.05
SH600730,20040719,0.4,0,0,0
SH600730,20060615,0.3,0,0,0
SH600730,20070626,0.2,0,0,0.0222
SH600730,20140704,0,0,0,0.1
SH600730,20151119,1,0,0,0.112
SH600730,20180710,0,0,0,0.061
SH600730,20190710,0,0,0,0.044
SH600731,19961227,0.3,0,0,0
SH600731,19970703,0.5,0,0,0
SH600731,19980604,0.3,0,0,0
SH600731,19980715,0,0.154,7.5,0
SH600731,20000622,0,0.3,9.5,0
SH600731,20001024,0.51,0,0,0
SH600731,20010525,0,0,0,0.05
SH600731,20020606,0,0,0,0.02
SH600731,20030422,0,0,0,0.02
SH600731,20030527,0,0.3,5.44,0
SH600731,20050722,0,0,0,0.02
SH600731,20060310,0.33,0,0,0
SH600732,19970310,0.45,0,0,0
SH600732,19980626,0.1,0,0,0.1
SH600732,20000823,0,0,0,0.1
SH600732,20000905,0.3,0,0,0
SH600732,20051129,0.27,0,0,0
SH600732,20060810,0,0,0,0.01
SH600732,20130304,0.8,0,0,0.1
SH600733,19961122,0.5,0,0,0
SH600733,19990512,0.8,0,0,0
SH600733,20180919,2.5,0,0,0
SH600734,19961115,0.5,0,0,0
SH600734,19970310,0.5,0,0,0.3
SH600734,19971208,0,0.133,6,0
SH600734,19980622,0,0,0,0.2
SH600734,19990907,0,0.3,8,0
SH600734,20081226,0.265,0,0,0
SH600735,19960923,0.5,0,0,0
SH600735,20000905,0,0.3,7,0
SH600735,20001030,0.2,0,0,0.05
SH600735,20010516,0.3,0,0,0
SH600735,20100714,0.35,0,0,0
SH600735,20150507,0.5,0,0,0
SH600735,20180528,0,0,0,0.06
SH600735,20190528,0,0,0,0.061
SH600736,19961023,0.6,0,0,0
SH600736,19970423,0.5,0,0,0
SH600736,19980318,0.8,0,0,0
SH600736,19980526,0,0.111,8.3,0
SH600736,19990527,0.5,0,0,0
SH600736,20000720,0,0,0,0.1
SH600736,20010222,0,0.3,11.1,0
SH600736,20010718,0,0,0,0.15
SH600736,20020618,0,0,0,0.1
SH600736,20030521,0,0,0,0.12
SH600736,20040604,0,0,0,0.12
SH600736,20050630,0,0,0,0.15
SH600736,20060324,0.34,0,0,0
SH600736,20060622,0,0,0,0.18
SH600736,20070615,0,0,0,0.18
SH600736,20080505,0.8,0,0,0.023
SH600736,20090521,0,0,0,0.09
SH600736,20100525,0,0,0,0.1
SH600736,20110506,0.2,0,0,0.012
SH600736,20120524,0,0,0,0.04
SH600736,20130513,0,0,0,0.052
SH600736,20140617,0,0,0,0.066
SH600736,20150507,0,0,0,0.049
SH600736,20160520,0,0,0,0.05
SH600736,20170512,0,0,0,0.078
SH600736,20180511,0,0,0,0.145
SH600737,19970605,0.2,0,0,0
SH600737,19970916,0.8,0,0,0
SH600737,19971126,0,0.139,5.5,0
SH600737,20000309,0,0.3,12.5,0
SH600737,20000928,1,0,0,0.125
SH600737,20020718,0.5,0,0,0.025
SH600737,20030714,0.4,0,0,0.05
SH600737,20090710,0,0,0,0.073
SH600737,20100601,0,0,0,0.028
SH600737,20120723,0,0,0,0.03
SH600737,20140630,0,0,0,0.03
SH600737,20150630,0,0,0,0.03
SH600737,20160819,0,0,0,0.035
